שם הקרן,מס' קרן,פרופיל חשיפה מניות,"פרופיל חשיפה מט""ח",סיווג הקרן כותרת על,סיווג הקרן כותרת ראשית,סיווג הקרן כותרת משנית,מאפייני הקרן,מנהל קרן,נאמן,מעמד מס,דמי ניהול,דמי נאמנות,שווי נכסי הקרן,תאריך נכונות,מחיר קניה,מחיר פדיון,שינוי יומי %,תשואות מתחילת החודש,תשואות מתחילת השנה,תשואות 12 חודשים,סטיית תקן,נכס ייחוס,סיווג עמלת הפצה
הראל נבחרת מניות,5111273,4,B,מניות בארץ,מניות לפי שווי שוק,מניות All Cap,,הראל,יובנק נאמנות,פטורה,1.980,0.0400,1065.2,26.02.2026,4698.31,4698.31,‎-0.77,1.90,10.34,76.27,2.26,"ת""א-35,ת""א-90 ו- CAP 0.8% SME60",0.35%
הראל מניות Mid Cap ישראל,5111299,4,C,מניות בארץ,מניות לפי שווי שוק,מניות Large & Mid Cap,"הקרן הינה קרן בלתי מוגבלת בני""ע חוץ",הראל,יובנק נאמנות,פטורה,2.340,0.0400,59.6,25.02.2026,11411.28,11411.28,‎-0.79,‎-0.41,9.16,55.90,2.14,"ת""א-90 ו- CAP 0.8% SME60",0.35%
מיטב מדינה +20%,5111307,2,A,"אג""ח בארץ - מדינה","אג""ח מדינה כללי - עד 20% מניות",,,מיטב קרנות נאמנות,מזרחי טפחות נאמנות,פטורה,0.650,0.0300,521.1,26.02.2026,164.68,164.68,‎-0.23,0.15,1.63,11.38,0.37,תל גוב-כללי,0.35%
הראל מדינה צמוד + 10%,5111331,1,A,"אג""ח בארץ - מדינה","אג""ח מדינה צמוד מדד - עד 10% מניות",,,הראל,יובנק נאמנות,פטורה,0.590,0.0400,579.1,26.02.2026,1700.19,1700.19,‎-0.14,0.04,1.14,8.25,0.17,"תל גוב-צמודות,תל בונד צמודות,ת""א 125",0.35%
הראל שקלים מדורגות ללא מנ,5111356,0,A,"אג""ח בארץ - חברות והמרה",חברות והמרה שקלי ללא מניות,,,הראל,יובנק נאמנות,פטורה,1.350,0.0400,37.6,26.02.2026,1347.39,1347.39,‎-0.24,‎-0.39,0.44,4.22,0.26,"תל בונד שקלי,תל בונד מאגר",0.35%
קסם אקט!קונצרני לונג שורט,5111364,0,A,ממונפות ואסטרטגיות,ממונפות אחר,,הקרן הינה קרן ממונפת,קסם,יובנק נאמנות,פטורה,1.130,0.0400,18.8,26.02.2026,225.17,225.17,‎-0.19,‎-0.35,0.20,4.62,0.27,"אג""ח כללי - קונצרני",0.35%
הראל US EQUITY 4D ת.חוץ,5111398,4,D,לתושבי חוץ בלבד,,,"הקרן הינה קרן בלתי מוגבלת בני""ע חוץ,יחידות הקרן נקובות ב- $",הראל,יובנק נאמנות,חייבת לתושבי חוץ,2.920,0.0400,7.4,25.02.2026,1063.17,1063.17,0.12,‎-1.81,‎-5.13,‎-11.57,1.31,S&P 500 - NTR,0.35%
קסם אקטיב מניות,5111406,4,B,מניות בארץ,מניות לפי שווי שוק,מניות All Cap,"הקרן הינה קרן בלתי מוגבלת בני""ע חוץ",קסם,יובנק נאמנות,חייבת,1.100,0.0400,15.5,25.02.2026,304.15,304.15,‎-0.43,2.05,7.55,45.92,1.36,"ת""א 125,S&P 500 - NTR",0.35%
"הראל 4D חו""ל US",5111414,4,D,"מניות בחו""ל",מניות גאוגרפי,"ארה""ב חשופת מט""ח","הקרן הינה קרן בלתי מוגבלת בני""ע חוץ,קרן להשקעות חוץ – מטבע עיקרי - דולר ארה""ב",הראל,יובנק נאמנות,פטורה,2.800,0.0400,13.1,25.02.2026,1055.93,1055.78,‎-0.38,‎-1.12,‎-7.54,‎-22.36,1.77,"S&P 500 - NTR,דולר ארה""ב",0.35%
איביאי מחקה תלגוב-שקלי2-5,5111422,0,0,"אג""ח בארץ - מדינה","אג""ח מדינה שקליות",ריבית קבועה  - בינוני,לפי מדיניות השקעותיה הקרן הינה קרן מחקה,"איביאי קרנות נאמנות ",יובנק נאמנות,פטורה,0.150,0.0250,113.9,26.02.2026,157.45,157.45,‎-0.09,0.34,1.27,6.54,0.19,תל גוב-שקלי 2-5,לא נגבית עמלת הפצה
איילון מדדית מדינה ללא מנ,5111448,0,A,"אג""ח בארץ - מדינה","אג""ח מדינה צמוד מדד - ללא מניות",,,איילון,יובנק נאמנות,פטורה,0.680,0.0300,8.4,26.02.2026,160.04,160.04,‎-0.11,‎-0.19,0.13,4.05,0.13,תל גוב-צמודות,0.35%
הראל מניות צמיחה,5111455,4,A,מניות בארץ,מניות לפי שווי שוק,מניות All Cap,,הראל,יובנק נאמנות,פטורה,1.250,0.0400,47.2,26.02.2026,1210.78,1210.78,‎-0.59,1.49,13.49,68.42,2.07,"ת""א All-Share ",0.35%
איביאי מחקה תל גוב-שקלי5+,5111489,0,0,"אג""ח בארץ - מדינה","אג""ח מדינה שקליות",ריבית קבועה - ארוך,לפי מדיניות השקעותיה הקרן הינה קרן מחקה,"איביאי קרנות נאמנות ",יובנק נאמנות,פטורה,0.000,0.0250,155.2,26.02.2026,167.42,167.42,‎-0.61,0.44,1.56,10.72,0.61,תל גוב-שקלי 5+,לא נגבית עמלת הפצה
"הראל מעו""ף בריבוע",5111570,6,A,ממונפות ואסטרטגיות,ממונפות בסיכון גבוה,,הקרן הינה קרן ממונפת,הראל,יובנק נאמנות,פטורה,2.830,0.0400,60.6,26.02.2026,840.63,838.95,‎-3.23,3.45,24.11,151.27,3.80,"ת""א-35",0.35%
איביאי ממשל שקלי קצר פלוס,5111620,0,0,"אג""ח בארץ - מדינה","אג""ח מדינה שקליות - ללא מניות",,,"איביאי קרנות נאמנות ",יובנק נאמנות,פטורה,0.350,0.0500,33.3,26.02.2026,130.98,130.98,‎-0.01,0.21,0.75,5.31,0.04,"תל גוב-מק""מ",0.2%
איביאי מדינה צמוד ללא מנ,5111638,0,0,"אג""ח בארץ - מדינה","אג""ח מדינה צמוד מדד - ללא מניות",,,"איביאי קרנות נאמנות ",יובנק נאמנות,פטורה,0.650,0.0500,116.2,26.02.2026,161.64,161.64,‎-0.12,‎-0.22,0.19,4.74,0.14,תל גוב-צמודות,0.35%
